,mslp_pc_0_daily,mslp_pc_1_daily,mslp_pc_2_daily,mslp_pc_3_daily,mslp_pc_4_daily
2009-11-27,2219.6956,-140.90779,-355.22385,-457.54074,237.65787
2009-11-28,1839.4512,277.6531,-731.19684,-727.571,252.97794
2009-11-29,1280.5636,565.2984,-1133.0975,-410.22885,785.133
2009-11-30,977.3415,378.06573,-1164.2832,207.2778,511.33185
2009-12-01,1330.2266,628.32874,-430.50888,-125.869354,-256.9833
2009-12-02,754.82166,1192.0894,-242.13695,-17.49372,-279.8366
2009-12-03,-162.75615,1203.5521,-193.14896,881.1651,-237.0811
2009-12-04,-491.40546,1587.9163,351.0859,767.3657,-285.4538
2009-12-05,-108.37979,2370.6907,856.87756,112.78354,-343.07184
2009-12-06,809.53644,2265.6746,1301.3994,242.88358,-146.47374
2009-12-07,928.28644,1447.518,1274.7367,421.33728,88.646194
2009-12-08,170.4458,1352.0378,1155.2095,338.33215,-322.1594
2009-12-09,-694.20123,804.9956,1113.8333,511.09982,-368.6664
2009-12-10,-1916.4308,324.81085,252.42169,196.75496,-192.62447
2009-12-11,-2812.757,608.7124,-97.214554,36.874264,-246.63846
2009-12-12,-2966.7908,200.02267,-282.30768,238.7891,48.468002
2009-12-13,-2773.091,23.080761,-581.40955,344.09918,297.33252
2009-12-14,-2595.2756,114.74027,-989.84766,181.43738,506.84485
2009-12-15,-2358.82,308.41174,-1165.1644,284.0915,504.6159
2009-12-16,-2216.6506,910.93524,-1231.4271,466.21637,385.82242
2009-12-17,-2469.6633,543.83527,-1265.7703,635.71924,674.21277
2009-12-18,-1908.4023,38.335445,-1531.5405,273.09192,995.12646
2009-12-19,-745.80145,290.53503,-1222.0437,703.0355,840.58075
2009-12-20,-151.82794,1258.2356,-1200.6104,431.95386,213.71889
2009-12-21,508.99115,1857.3525,-1226.8306,-629.00073,502.98965
2009-12-22,1370.5226,1986.5354,-1277.3079,-509.41827,964.5253
2009-12-23,1368.0499,1979.5104,-1314.5994,-257.39014,920.22266
2009-12-24,652.9069,2227.7468,-1075.8137,-168.26096,838.5452
2009-12-25,-10.749891,2119.773,-1434.7201,323.0261,-94.90641
2009-12-26,290.56015,1512.868,-1412.3379,228.95164,-419.51358
2009-12-27,518.7675,905.0386,-1396.3676,-130.33296,-117.18725
2009-12-28,564.97424,1143.0778,-1634.1904,-548.123,303.78348
2009-12-29,258.90518,1254.4021,-1806.6586,-524.48285,466.7409
2009-12-30,-215.75867,1351.72,-2291.3235,-296.13803,665.5614
2009-12-31,-670.6018,1179.168,-2594.4382,251.52684,635.8143
2010-01-01,-1241.4515,1207.1351,-2170.3296,946.776,197.5791
2010-01-02,-2116.5776,507.9378,-1831.4956,74.03008,-14.179743
2010-01-03,-1859.4916,-287.89984,-1579.6636,-805.3515,365.80618
2010-01-04,-1387.7086,-85.21548,-1579.2057,-734.21265,551.0557
2010-01-05,-1223.6338,388.89328,-1693.2788,-203.11084,785.1681
2010-01-06,-1055.2546,678.21924,-1414.0526,390.72073,802.71
2010-01-07,-1423.9941,443.62338,-1345.6511,565.19196,540.4445
2010-01-08,-2276.203,186.00108,-865.3979,599.7446,617.55676
2010-01-09,-2875.8762,277.04453,-600.5549,757.4182,815.5699
2010-01-10,-3038.3364,442.21524,-1075.221,134.00713,622.91
2010-01-11,-2769.625,977.6667,-926.0502,-319.0052,-20.417902
2010-01-12,-1661.2444,1943.0894,-383.61932,-624.7616,-34.628586
2010-01-13,-966.69135,2082.8918,-132.10872,-27.321472,182.15573
2010-01-14,-960.24805,1873.7483,176.80069,237.64227,205.0202
2010-01-15,-1175.1256,1703.1876,1246.0509,-17.544945,-182.21207
2010-01-16,-693.1355,1673.4167,2006.3999,110.84075,145.66164
2010-01-17,-807.8574,774.3324,1613.4966,558.2567,446.3855
2010-01-18,-1504.4896,321.19388,1004.597,266.4905,544.3067
2010-01-19,-1586.2682,884.42267,781.812,-159.94577,159.7249
2010-01-20,-1730.4579,1366.0232,666.2822,248.5748,-87.18187
2010-01-21,-1906.2491,1801.7555,1105.1693,124.347786,-420.71414
2010-01-22,-2196.493,1042.1903,1285.5697,523.7436,83.60469
2010-01-23,-2802.729,524.67035,805.28955,226.5914,268.52597
2010-01-24,-2931.5132,168.61238,794.22296,12.220719,4.8127513
2010-01-25,-3097.6428,-93.23335,1401.0471,310.87466,-33.07279
2010-01-26,-2817.4153,-828.28955,1609.4723,295.38257,603.07745
2010-01-27,-1000.2498,-1388.1968,-200.29512,-71.71856,865.24304
2010-01-28,540.7609,-419.0817,-1470.3589,790.8908,313.14023
2010-01-29,1505.7565,462.77496,-1858.7308,988.1801,611.0364
2010-01-30,1169.7639,709.0308,-1766.7476,939.3194,646.8006
2010-01-31,518.19244,376.89255,-1435.3217,741.9544,530.784
2010-02-01,9.33131,34.691216,-955.3349,541.8758,-187.37404
2010-02-02,65.04367,438.35413,-952.6825,-115.53958,-439.22263
2010-02-03,-38.97318,954.1928,-560.51263,-245.83014,-111.96876
2010-02-04,-819.44867,2048.758,265.40817,-604.683,-2.0586417
2010-02-05,-1315.0166,1734.9069,83.946014,-620.27075,273.256
2010-02-06,-2219.99,623.48755,-650.3718,-527.89355,266.30066
2010-02-07,-2399.838,620.8327,-908.7199,-789.3298,79.234116
2010-02-08,-1754.0381,791.5781,-1322.3357,-207.23949,442.2583
2010-02-09,-1558.6681,700.0938,-1501.6637,262.75632,545.4447
2010-02-10,-1586.1483,409.7636,-1241.7239,443.15396,747.78406
2010-02-11,-1576.2739,192.60542,-1197.5828,673.2605,739.6746
2010-02-12,-1910.2128,-47.431145,-1036.2048,540.5886,625.67505
2010-02-13,-1289.6448,-300.15427,-1104.4358,207.41545,502.86652
2010-02-14,-292.43582,82.98038,-998.33997,-28.55184,426.26962
2010-02-15,338.4005,1151.6975,-1322.4741,-133.6736,290.15652
2010-02-16,333.766,2155.2903,-1486.2902,-360.41556,561.46783
2010-02-17,530.8829,2299.3745,-1448.4417,-66.784904,985.2681
2010-02-18,775.0297,1852.8329,-1405.5928,182.71562,699.82635
2010-02-19,786.8011,1831.7826,-1581.215,580.88116,388.50296
2010-02-20,657.79767,1949.1416,-1961.8568,464.79764,-94.683365
2010-02-21,807.5136,2214.5957,-1848.4651,-334.88382,59.543503
2010-02-22,1175.0571,2214.4888,-1476.1309,-686.5453,622.6383
2010-02-23,1306.3163,1846.676,-1546.9791,-597.272,453.58353
2010-02-24,948.3038,1438.1144,-1445.6699,-500.9369,370.62048
2010-02-25,870.4612,1506.801,-1290.1206,-334.69998,741.74274
2010-02-26,1090.3676,1308.4655,-1131.1013,-3.5630295,418.20303
2010-02-27,1019.24915,1545.0985,-949.74426,-465.64764,519.4969
2010-02-28,972.98584,1315.3412,-1100.6447,-254.0091,334.59662
2010-03-01,329.22586,230.2719,-1142.4968,-348.05466,-197.02182
2010-03-02,-732.47125,-301.7979,-1006.4921,-816.7156,-280.31177
2010-03-03,-1249.1211,-186.22775,-860.021,-600.80237,13.622528
2010-03-04,-1559.3175,-406.51498,-884.9029,157.4109,184.85939
2010-03-05,-1601.5764,-623.6791,-729.3238,110.7834,125.96813
2010-03-06,-1639.5605,-431.60443,98.28371,286.7969,491.41742
2010-03-07,-1714.8391,-611.79156,275.08844,-458.69144,799.058
2010-03-08,-1777.6814,-597.13153,-987.4674,-988.82574,722.283
2010-03-09,-1616.6882,-678.96783,-782.55884,-271.85458,551.2516
2010-03-10,-1158.3115,-807.3436,-472.533,-334.35712,703.3209
2010-03-11,-600.7695,-859.41437,-1249.1348,-323.1182,477.68643
2010-03-12,-496.48746,-1230.2327,-1475.3037,-53.02304,-0.738298
2010-03-13,-335.2599,-1525.1252,-1364.7183,-98.04284,-445.834
2010-03-14,-200.98608,-1378.445,-1394.016,-35.13022,-610.7288
2010-03-15,-110.270584,-875.3592,-906.4529,-230.70615,-593.92596
2010-03-16,-55.53326,-308.96744,-110.0985,-624.3202,-688.90173
2010-03-17,320.97012,76.40332,825.6593,-863.4051,-747.8312
2010-03-18,925.0413,603.39825,1321.9346,-955.71356,-511.28644
2010-03-19,1405.4562,403.42322,926.3542,-864.06396,-129.96405
2010-03-20,1226.8771,-42.225246,-181.60167,-881.39014,-164.93375
2010-03-21,406.03738,-160.71622,-368.47046,-747.5429,-734.13184
2010-03-22,-3.7625122,107.80952,54.62558,-821.0782,-792.1505
2010-03-23,-37.84613,560.8786,123.81349,-734.1465,-544.1148
2010-03-24,-245.97379,1387.8187,264.41208,-651.9303,-240.51572
2010-03-25,-8.580604,1734.5598,522.89465,-828.68097,263.5548
2010-03-26,457.37573,1029.2206,-157.71008,-662.7915,-138.31978
2010-03-27,388.9535,245.18872,-889.485,24.198511,-638.92316
2010-03-28,467.74323,201.6381,-1148.8796,-430.81674,-517.2635
2010-03-29,632.152,871.1036,-944.007,-662.50696,46.435257
2010-03-30,772.434,850.37946,-792.11676,145.64435,319.19922
2010-03-31,703.3537,586.05493,-620.1637,586.84875,177.2712
2010-04-01,632.23474,371.66357,-79.68266,180.81514,-244.19278
2010-04-02,539.1486,401.4021,725.7592,66.767654,89.675674
2010-04-03,72.705505,315.48926,672.2977,316.64584,61.582443
2010-04-04,-253.1219,310.08786,821.98804,254.55989,-573.4605
2010-04-05,-122.557884,678.902,1525.4177,-75.42773,-930.29285
2010-04-06,-56.092266,523.7335,1859.5394,487.28146,-170.57585
2010-04-07,-532.3268,-168.99174,1419.2177,600.7553,81.148
2010-04-08,-1155.4523,-519.9334,847.52094,52.937542,-70.81329
2010-04-09,-1736.3848,-420.09613,616.4695,-244.5068,-493.5612
2010-04-10,-2264.7761,-115.85026,668.07544,139.92038,-594.4181
2010-04-11,-2312.4763,-100.99149,472.69232,298.46893,288.38867
2010-04-12,-1907.1161,-419.26993,-240.27287,-171.39189,675.3342
2010-04-13,-1672.6064,-431.23215,-500.13318,-243.23376,489.82755
2010-04-14,-1125.7358,-369.83978,-355.04633,-91.93939,711.49835
2010-04-15,-529.266,-622.5427,-721.97064,-436.2457,792.8139
2010-04-16,-40.26296,-814.8498,-516.8886,-466.49594,427.3268
2010-04-17,489.38547,-742.6005,-423.85526,-747.25507,436.4814
2010-04-18,478.11972,-748.30316,-366.7563,-807.76215,510.8009
2010-04-19,270.9022,-551.49603,-333.8319,-370.48056,216.6582
2010-04-20,-2.9450042,-380.20187,-675.5213,-137.9735,69.63929
2010-04-21,-175.84929,-241.12883,-813.8486,-0.49717987,-160.11102
2010-04-22,169.08128,-240.82054,-680.29285,-199.45027,-86.63038
2010-04-23,409.28854,-161.4938,-394.18137,-603.7592,8.502032
2010-04-24,-281.54367,-71.20026,-47.636494,-732.8621,-255.16467
2010-04-25,-877.0528,-116.15598,716.812,-309.67432,-288.87225
2010-04-26,-538.026,-532.3058,682.70667,-542.2233,1.834385
2010-04-27,-275.81262,-462.88672,513.818,-990.5737,-383.13553
2010-04-28,376.00638,-240.4373,844.73737,-702.0035,-321.35556
2010-04-29,1037.3987,-225.79474,289.95078,-530.75085,-103.010796
2010-04-30,1148.2152,-279.21765,-419.35193,-324.1351,-12.388874
2010-05-01,782.4125,-647.06903,-790.64594,-354.87134,115.40918
2010-05-02,28.431732,-767.0427,-819.5838,-220.8938,262.6046
2010-05-03,-778.4565,-776.90094,-637.1596,302.4769,257.28928
2010-05-04,-1020.76685,-712.0665,-450.66794,454.32712,51.791336
2010-05-05,-927.78906,-322.13037,-445.66287,368.66544,205.5138
2010-05-06,-900.4882,370.2639,-517.9065,556.91833,378.80408
2010-05-07,-822.2073,429.54593,-690.67456,441.33936,386.93787
2010-05-08,-334.11615,-16.772516,-851.6077,8.281022,508.26892
2010-05-09,278.61456,-217.27345,-1070.0363,-123.44841,537.3211
2010-05-10,302.8971,-227.49725,-925.7553,173.57549,486.99673
2010-05-11,167.72922,-149.84804,-433.4855,339.06558,586.6812
2010-05-12,297.03177,-80.54543,261.6916,786.0684,442.82578
2010-05-13,490.0392,335.5724,217.44177,901.90106,-79.2892
2010-05-14,374.92438,350.18314,-158.24016,835.5433,-195.40268
2010-05-15,416.3423,153.01936,-380.4972,1055.4747,-297.75793
2010-05-16,341.10815,-194.47034,-370.23898,975.3151,-523.4354
2010-05-17,-166.66312,-676.1567,17.976166,722.3164,-583.2946
2010-05-18,-1054.7191,-473.22308,239.67659,553.09796,-903.0165
2010-05-19,-1435.9175,-305.702,358.28143,515.85266,-728.08356
2010-05-20,-1574.1548,-555.35,307.7009,170.08856,-437.6709
2010-05-21,-1653.7917,-576.38477,12.195866,21.95099,-249.53207
2010-05-22,-1315.3519,-543.758,-267.97195,-80.717316,18.669582
2010-05-23,-414.03622,-564.82007,-717.4063,-381.23065,38.59067
2010-05-24,389.11316,-400.3996,-1153.7318,-470.21176,-41.52893
2010-05-25,663.33624,-230.81793,-1118.5311,-300.8402,-86.09376
2010-05-26,460.01212,79.23759,-889.9006,-32.957973,-126.27172
2010-05-27,377.84747,258.32407,-588.259,196.9037,-96.26122
2010-05-28,377.46158,160.36823,-172.66739,-21.050238,-175.13449
2010-05-29,370.0966,-7.87177,52.56935,-242.37598,-129.7211
2010-05-30,225.02023,-152.61722,-312.53488,78.246445,-120.09667
2010-05-31,-3.5203762,-56.01372,-430.5198,372.9861,-234.08705
2010-06-01,148.35199,234.36935,-102.03798,643.4204,-210.93202
2010-06-02,134.07578,27.016605,-19.263401,493.0717,113.37639
2010-06-03,-218.61511,-75.9216,-428.16867,-283.8601,1.9640602
2010-06-04,-364.90262,-222.86989,-197.3995,-361.16672,-405.08218
2010-06-05,-288.79874,-441.34235,203.49281,-312.30518,-166.87173
2010-06-06,52.603436,-185.68787,87.066154,-179.287,-113.66395
2010-06-07,380.80426,385.62396,-217.0218,-95.42029,-165.95842
2010-06-08,246.83241,725.1188,-530.36615,-155.41481,227.53886
2010-06-09,-270.18872,601.8942,-600.99,-27.407803,683.1094
2010-06-10,-74.26611,400.1183,-109.57753,302.82605,701.84784
2010-06-11,739.28046,-0.05680392,-382.87552,350.20728,399.57465
2010-06-12,930.4462,-532.06274,-714.94867,90.431335,54.548645
2010-06-13,297.0911,-481.74487,-558.7149,48.90012,-18.739395
2010-06-14,-734.47534,-334.18884,-329.7787,317.27588,133.35733
2010-06-15,-1112.9255,-497.54202,44.555954,371.0115,170.31248
2010-06-16,-823.6547,-467.53668,171.8376,226.69182,302.83334
2010-06-17,-644.1297,-485.87582,-204.65596,28.401043,493.1548
2010-06-18,-503.51425,-459.10135,-1162.8137,79.89363,183.60156
2010-06-19,-237.18011,-311.29834,-1241.3921,537.98975,193.02582
2010-06-20,-263.5202,-415.75897,-612.18445,484.07626,321.9089
2010-06-21,-613.126,-345.12146,-204.71191,191.38261,61.285732
2010-06-22,-566.84686,-221.2846,-20.524334,2.674364,-220.86345
2010-06-23,-426.74414,65.3236,211.96596,197.02014,-307.06262
2010-06-24,-126.6462,160.12079,42.27519,193.1719,-109.923134
2010-06-25,108.60592,145.60454,-353.7704,-53.718464,-37.593475
2010-06-26,118.15542,125.55911,-271.6149,-336.30048,-82.376396
2010-06-27,-295.43762,127.27905,172.7728,-359.3514,-121.72692
2010-06-28,-598.71655,-3.6123874,226.56572,-97.3083,-88.88827
2010-06-29,-675.31854,-72.30608,169.94969,127.73465,-47.4912
2010-06-30,-400.95627,241.16328,128.81627,-224.02707,-316.94812
2010-07-01,103.15312,879.021,377.90512,-435.57187,-586.5495
2010-07-02,212.36565,743.32446,713.069,1.953533,-415.1832
2010-07-03,94.15227,151.92952,974.7636,355.51645,-168.7991
2010-07-04,175.44263,39.19512,899.9966,375.67023,-119.071236
2010-07-05,137.94582,-513.22815,432.0606,362.85278,102.767426
2010-07-06,139.16422,-256.80905,481.09796,102.334755,-283.06458
2010-07-07,531.6912,326.90237,1021.46454,127.64749,-423.83
2010-07-08,394.4226,241.30424,1093.0702,-15.617161,-40.847523
2010-07-09,148.53233,89.070015,934.1085,-116.65694,133.02586
2010-07-10,-164.29663,76.32786,673.65155,-166.6807,162.6787
2010-07-11,-200.6752,454.84305,483.53137,-86.07757,65.69171
2010-07-12,-122.931465,328.48456,149.39357,-152.70119,340.64462
2010-07-13,-68.28339,842.18256,-314.67743,-307.67276,45.63666
2010-07-14,68.826904,1015.9526,-507.35333,-413.8958,56.2188
2010-07-15,150.86507,1221.0776,-192.46098,-162.06264,-126.75549
2010-07-16,140.21655,729.9709,294.8979,143.94354,-5.8293424
2010-07-17,-107.55353,196.5046,595.69965,230.32501,-129.65228
2010-07-18,-89.953545,-197.87701,741.6204,-44.409462,-74.74451
2010-07-19,-99.73267,-162.82207,454.61804,-338.927,95.290085
2010-07-20,-36.886078,236.74646,52.772614,-275.06174,357.22382
2010-07-21,213.52519,392.54703,-259.84454,14.615429,480.28485
2010-07-22,217.03178,-236.46538,-294.7723,92.372406,367.5013
2010-07-23,-323.58545,-349.6403,129.64305,258.14465,-103.0576
2010-07-24,-426.12515,-138.00696,142.74454,676.6794,-376.01453
2010-07-25,-350.58716,-55.2497,-230.76038,753.65344,-235.26088
2010-07-26,-144.88347,-29.217884,-158.06494,500.4373,-129.9231
2010-07-27,99.63847,-202.77898,43.83604,204.08975,-70.339
2010-07-28,-109.5704,-297.51892,-438.98566,135.40065,-239.64262
2010-07-29,-33.14668,-157.51236,-632.6312,256.17847,-273.99326
2010-07-30,447.13046,-73.12672,-59.153503,63.633266,170.5667
2010-07-31,554.8826,-286.6703,216.7336,-27.4248,467.9345
2010-08-01,127.00919,-401.26434,-35.06204,67.0901,315.95618
2010-08-02,-0.74950683,-500.353,-65.19896,273.728,110.57586
2010-08-03,461.66202,-250.79773,-35.906998,468.07797,-9.867499
2010-08-04,725.29724,55.2646,-380.84302,459.76782,74.18686
2010-08-05,350.92087,233.0468,-383.3352,342.52536,52.36495
2010-08-06,-223.3137,514.0098,-14.0496645,299.31042,-138.29225
2010-08-07,-543.2483,77.29181,-16.056753,259.42365,-151.22632
2010-08-08,-441.53036,-73.99213,-172.79346,53.181835,-354.02072
2010-08-09,-10.95711,108.127625,-113.385124,-71.58698,-221.49261
2010-08-10,67.35075,116.20509,-152.38269,-137.14418,72.14079
2010-08-11,-395.7996,-157.51947,-308.04565,37.185146,182.31448
2010-08-12,-1147.835,-194.42017,-183.74202,444.3608,232.56151
2010-08-13,-1424.5875,-250.53043,-52.72791,468.99445,231.70876
2010-08-14,-1230.1313,-435.0421,-244.43124,110.76015,398.26907
2010-08-15,-1479.6771,-317.2887,-543.2904,-6.300558,-41.38394
2010-08-16,-1000.8879,23.233547,-144.99728,455.7935,-234.93135
2010-08-17,-100.98457,162.82289,-354.6437,383.52264,-374.23947
2010-08-18,371.5135,459.2469,-793.21405,152.39658,-546.21094
2010-08-19,321.50574,524.5329,-546.3006,-353.37906,-528.7642
2010-08-20,5.6814895,355.61017,116.5584,-473.5122,-335.3365
2010-08-21,169.56665,-87.44749,387.57858,-381.41235,-113.03295
2010-08-22,701.5631,-10.386328,-69.26946,-449.0708,-11.616092
2010-08-23,1171.1165,384.9738,-588.76044,-176.86705,37.06616
2010-08-24,1186.3705,68.767746,-679.83746,-18.476196,-92.458305
2010-08-25,691.50903,-95.09205,-586.1537,-391.4284,-239.90164
2010-08-26,396.2611,166.10304,-531.3466,-377.2073,-65.67048
2010-08-27,224.16132,30.145477,-629.1281,313.8596,65.51103
2010-08-28,-99.23033,-293.63956,-833.0056,490.83752,-200.58385
2010-08-29,-543.85486,-139.98471,-892.6793,293.56873,-163.00664
2010-08-30,-747.594,-137.16634,-547.331,253.9299,165.84747
2010-08-31,-516.37317,-1.863886,-579.603,-145.18211,211.89268
2010-09-01,-541.799,285.85712,-859.4489,-310.05048,-145.69559
2010-09-02,-792.9141,326.62958,-722.05524,-152.2063,-551.8287
2010-09-03,-719.53253,256.2232,-269.9224,-295.29074,-560.56366
2010-09-04,-907.1239,367.97757,104.24855,-332.4872,-232.23285
2010-09-05,-1247.6078,950.1474,255.22508,-426.0838,-267.57996
2010-09-06,-1191.994,1492.4983,274.4193,-311.6303,-171.50723
2010-09-07,-817.85394,1776.0177,105.92383,-163.49217,64.803314
2010-09-08,-694.68353,1484.7338,262.5992,151.47583,-89.54837
2010-09-09,-889.0888,777.54816,581.0042,288.90125,-255.6072
2010-09-10,-579.0492,534.4502,688.3303,200.75366,-209.31313
2010-09-11,-280.87393,162.44626,519.9595,359.59543,150.00919
2010-09-12,-309.18588,-499.2316,600.0112,486.5323,136.20915
2010-09-13,189.18568,-523.499,959.25616,377.82608,-94.663536
2010-09-14,1095.6226,-399.05063,642.1116,245.60016,4.413597
2010-09-15,1235.7932,-382.33432,-603.8352,-32.794132,155.61661
2010-09-16,994.336,-461.30215,-1059.4469,-97.96248,284.75717
2010-09-17,701.3204,-610.3022,-1018.32166,-104.25676,249.76677
2010-09-18,608.6382,-585.2603,-850.63904,-217.72438,-17.102573
2010-09-19,695.93475,-193.02118,-662.89856,-341.45615,-103.65526
2010-09-20,273.06384,100.425606,-533.95166,-460.05417,-14.881741
2010-09-21,-577.70874,100.37335,-411.93015,-524.4652,-212.52397
2010-09-22,-800.74994,75.173096,-325.5918,-517.0319,-71.8622
2010-09-23,-416.18832,12.258887,-629.0242,-422.70755,332.1958
2010-09-24,-190.70963,-75.08856,-1154.5072,143.25256,378.254
2010-09-25,-393.09012,83.84779,-1116.9562,545.90643,63.111187
2010-09-26,-715.44104,652.02875,-694.05115,610.727,-197.63531
2010-09-27,-910.09454,879.98004,-553.6516,513.8348,-422.30746
2010-09-28,-620.6514,635.8694,-134.19293,634.39124,-659.33716
2010-09-29,-656.92365,332.21167,215.17703,712.4744,-478.21054
2010-09-30,-494.4725,661.0117,452.46338,397.09424,-434.47763
2010-10-01,-203.03557,1521.0563,707.01404,38.43508,-433.33044
2010-10-02,21.497587,1762.3601,1159.0245,-180.24644,-147.82388
2010-10-03,369.53333,1754.3566,1107.8407,-162.3262,527.85974
2010-10-04,1168.8312,1579.588,1580.1392,118.25561,601.5966
2010-10-05,1227.7333,1608.2379,1726.6208,94.83616,415.82004
2010-10-06,547.44916,1035.5273,1728.2806,202.76366,687.5047
2010-10-07,-749.4006,942.0885,1399.9229,-776.72186,728.06354
2010-10-08,-1987.8588,1342.768,633.4228,-1089.4811,528.5034
2010-10-09,-2098.3633,942.9801,-380.88315,-1010.02673,431.8127
2010-10-10,-1564.168,449.23395,-1236.7661,-499.60922,266.65573
2010-10-11,-1180.0221,-109.63827,-1283.3696,-353.50952,301.5327
2010-10-12,-874.6604,-361.84232,-1158.3923,-215.33824,219.38802
2010-10-13,-477.2797,-667.84155,-1096.5514,-2.793899,291.30865
2010-10-14,-50.68402,-936.78064,-1298.4615,230.9083,-17.787977
2010-10-15,-53.876152,-915.12335,-1266.7883,364.42792,-8.792319
2010-10-16,-515.8143,-724.3808,-422.13797,606.1229,322.27982
2010-10-17,-19.550022,-873.3512,564.41833,809.41736,515.36896
2010-10-18,604.2094,-1086.5372,-28.679169,405.3693,789.2927
2010-10-19,442.92285,-852.38153,-1203.0133,512.4928,579.3049
2010-10-20,452.6316,-1037.8665,-1076.0751,716.91473,150.50288
2010-10-21,594.26196,-1307.898,-688.47076,-129.7062,-219.46428
2010-10-22,818.24176,-1166.1328,-645.81146,-730.47046,-152.25377
2010-10-23,688.313,-745.56445,-987.8437,-668.55634,234.43872
2010-10-24,43.563866,-809.1685,-1360.1511,-144.45982,197.70323
2010-10-25,-672.5955,-652.0503,-782.79834,142.6577,-401.0447
2010-10-26,-601.1813,-74.282555,385.5394,375.24857,-666.85596
2010-10-27,323.57126,-65.457214,790.7323,308.97208,-295.26126
2010-10-28,912.30853,105.687706,253.41922,-588.54047,-231.59296
2010-10-29,1418.373,1106.7512,220.7136,-595.40625,-215.92165
2010-10-30,1898.1893,1238.4167,350.7736,-326.96207,529.4266
2010-10-31,1199.4049,145.6275,-453.276,-198.542,1158.6061
2010-11-01,672.54785,-94.4346,39.301815,94.8376,178.02821
2010-11-02,1592.2828,70.99897,907.43176,570.2248,47.443417
2010-11-03,1959.4352,-861.0513,205.4511,31.95327,30.860733
2010-11-04,1350.7104,-1194.6466,-132.52242,-544.6335,-687.3335
2010-11-05,401.72998,-1165.3518,-607.99066,-461.04813,-648.5225
2010-11-06,135.05612,-1103.9141,-1053.7069,-18.765453,-127.42538
2010-11-07,1225.1608,32.954803,-435.79468,358.02487,-16.045326
2010-11-08,2051.254,2192.7974,-1229.3655,375.58127,488.15448
2010-11-09,1334.3522,1921.0208,-2178.5515,804.586,890.6003
2010-11-10,1569.5692,1070.5436,-1446.7981,651.8144,-75.09303
2010-11-11,2768.415,1017.9994,-168.3966,170.50316,-520.36646
2010-11-12,3228.9502,493.29303,-984.1328,171.53871,-254.94347
2010-11-13,2940.961,465.2797,-1289.5691,-551.2728,53.615948
2010-11-14,1608.2463,475.39362,-947.6603,-414.8314,310.61703
2010-11-15,284.67404,-114.09894,-438.1603,50.255676,-163.5709
2010-11-16,-748.8453,752.0223,241.67673,-175.49213,-554.5657
2010-11-17,-1002.17896,1622.9117,365.68924,386.02426,-30.172663
2010-11-18,-998.2554,1382.3881,58.440937,228.26836,-324.05164
2010-11-19,-1516.364,1331.1353,-11.149503,-165.68623,-570.5774
2010-11-20,-1995.2574,838.2586,-534.7806,168.04175,-196.9869
2010-11-21,-2099.382,610.60706,-1209.5568,248.6327,40.752853
2010-11-22,-1573.837,628.35535,-1626.7117,324.57333,156.04567
2010-11-23,-1209.2139,627.93585,-2194.392,834.0697,-374.92853
2010-11-24,-1204.1005,399.05243,-2178.9062,905.0581,-623.65234
2010-11-25,-1208.6991,325.1325,-1916.0457,606.45776,-340.61386
2010-11-26,-1673.1655,907.8905,-1949.3888,575.4649,-249.67448
2010-11-27,-2033.102,1183.3123,-1883.212,380.3693,68.41563
2010-11-28,-2234.6755,1376.9185,-1478.2711,238.77061,216.55817
2010-11-29,-2321.3599,1241.4896,-1526.6936,300.37872,325.46442
2010-11-30,-1998.8516,763.783,-1291.674,-7.5727105,673.3421
2010-12-01,-1204.2865,538.80023,-839.78143,363.1221,1024.7852
2010-12-02,-502.00534,259.55374,-771.7509,315.79004,771.41583
2010-12-03,30.100286,353.9835,-676.9525,340.90485,214.47919
2010-12-04,213.75064,414.22348,-547.1741,-582.0652,394.23294
2010-12-05,589.6,683.22797,-539.6725,-833.0954,963.01666
2010-12-06,909.91425,847.28296,-1132.5912,-541.91235,1198.897
2010-12-07,372.99387,395.04132,-1455.2251,-401.68887,1159.3175
2010-12-08,-383.73544,-229.3025,-1537.8298,52.16389,755.7987
2010-12-09,-840.47504,-966.5882,-1303.5155,789.7855,-208.9315
2010-12-10,-624.69055,-1251.6862,-802.5236,438.41855,-234.45811
2010-12-11,-384.5228,-801.8929,-1382.8685,-205.7793,-70.75092
2010-12-12,-1224.441,-2.044197,-1250.4576,123.65309,156.34692
2010-12-13,-2286.9192,141.5777,-894.6075,464.01666,35.509544
2010-12-14,-3039.5774,-767.39667,-809.6449,574.92975,-171.97807
2010-12-15,-1938.0353,-1665.5203,-578.69116,508.4619,279.25873
2010-12-16,219.57014,-914.42944,-1347.787,443.9029,587.62115
2010-12-17,77.916245,1149.5267,-1165.6306,1217.9695,536.3744
2010-12-18,-1095.1549,2447.991,-1304.6807,652.49493,-137.31522
2010-12-19,-841.9488,2123.2551,-1240.9982,55.420994,70.11035
2010-12-20,-377.91962,1298.6355,-1340.6904,-198.80298,208.30028
2010-12-21,-632.1311,1135.7517,-1263.2208,-467.92517,624.8313
2010-12-22,-1538.3552,1309.9062,-1339.2173,-130.2491,716.7881
2010-12-23,-2187.096,1089.3961,-1674.1343,477.75635,464.47702
2010-12-24,-2268.3328,690.843,-1831.1963,674.89404,19.536077
2010-12-25,-2288.583,446.3633,-1284.8685,667.3037,-721.999
